1.0941866674560593e-38	1.0941866674560748e-38
1.1016818575067096e-42	1.1016818575066626e-42
4.691930838968532e-41	4.691930838968398e-41
1.1066449260434495e-41	1.106644926043418e-41
1.1142301856444717e-36	1.1142301856445827e-36
4.852722004156363e-41	4.852722004156433e-41
1.2371674629415378e-39	1.2371674629414148e-39
1.4776657300430085e-34	1.4776657300429664e-34
7.855518790205181e-38	7.855518790204177e-38
1.5328619896912804e-48	1.532861989691215e-48
3.232485224350067e-38	3.2324852243499294e-38
1.3948009576418284e-39	1.3948009576417688e-39
8.71646434179358e-34	8.716464341793208e-34
8.780024653149411e-41	8.780024653149036e-41
2.3862983304297343e-35	2.386298330429836e-35
2.3003037086900776e-39	2.3003037086901102e-39
8.37001389620064e-39	8.37001389620064e-39
2.9270319758946686e-41	2.9270319758946686e-41
3.695798363785381e-33	3.6957983637852234e-33
9.947411496260651e-42	9.947411496260228e-42
1.5910101544166728e-42	1.591010154416605e-42
1.8084435612305197e-39	1.808443561230545e-39
4.491976089313837e-42	4.4919760893139004e-42
2.3277156928730194e-42	2.3277156928730194e-42
2.952341961933446e-39	2.952341961933572e-39
1.991178184654762e-40	1.9911781846548182e-40
2.0763813474967497e-37	2.0763813474968382e-37
5.510757934273053e-40	5.510757934272975e-40
5.8245557722310415e-37	5.82455577223129e-37
9.54099105462171e-38	9.54099105462103e-38
8.706549817337239e-48	8.70654981733662e-48
8.989286136980333e-36	8.989286136980461e-36
2.3799166365846443e-39	2.3799166365847797e-39
2.3769911100295996e-35	2.3769911100297685e-35
3.4447307085015524e-43	3.444730708501797e-43
1.056651900881171e-36	1.0566519008811409e-36
1.6114072465802652e-42	1.611407246580311e-42
8.360843721370662e-38	8.360843721370424e-38
1.3733960101993952e-39	1.373396010199356e-39
6.966711632751486e-43	6.966711632751189e-43
1.81024411049534e-44	1.8102441104954685e-44
2.8187664468113575e-37	2.8187664468112372e-37
3.491395654405544e-39	3.491395654405395e-39
8.19311307143034e-37	8.193113071430458e-37
1.8711148293847844e-37	1.8711148293847046e-37
3.1274960885960125e-46	3.1274960885959234e-46
9.056516524497316e-38	9.05651652449693e-38
1.1455882873647317e-34	1.145588287364504e-34
4.842165982706708e-39	4.842165982706777e-39
1.1283249071996753e-39	1.1283249071997396e-39
1.5074010498752065e-45	1.507401049875185e-45
1.6144634750761637e-38	1.614463475076049e-38
7.606587742950879e-42	7.60658774295077e-42
1.6638494568055258e-35	1.6638494568055023e-35
6.305030791610312e-35	6.305030791609774e-35
1.1209623255062784e-40	1.1209623255062148e-40
1.3943287231048913e-37	1.3943287231049111e-37
3.5552713056826696e-42	3.555271305682417e-42
1.841365853404063e-34	1.8413658534039845e-34
6.374802994627711e-44	6.374802994627711e-44
3.4260378246379254e-35	3.4260378246380227e-35
1.7033373840019986e-39	1.7033373840018534e-39
7.863145142123464e-41	7.863145142124023e-41
4.278218734086457e-43	4.278218734086397e-43
6.719843889124379e-33	6.719843889124283e-33
1.3923150994831403e-39	1.3923150994831403e-39
2.3960948776385237e-41	2.3960948776384895e-41
1.0435107047283274e-39	1.0435107047284163e-39
1.3411758618634945e-41	1.3411758618635137e-41
5.182039550720493e-41	5.182039550720641e-41
5.946299905501121e-38	5.946299905501121e-38
6.361274093218553e-45	6.361274093219005e-45
5.455024036966462e-38	5.455024036966539e-38
2.402192870878932e-42	2.4021928708788293e-42
9.031110467468759e-41	9.031110467469016e-41
1.4308093210985211e-44	1.4308093210985413e-44
3.2850720290462225e-42	3.285072029046036e-42
5.3127113406937134e-37	5.312711340693185e-37
1.7549459603667815e-35	1.7549459603668564e-35
2.001482776400959e-35	2.0014827764009307e-35
2.851128414417456e-44	2.851128414417496e-44
7.578679326328344e-39	7.578679326328129e-39
1.0270146196328767e-39	1.0270146196328914e-39
2.0465729876691823e-38	2.046572987669095e-38
1.4215014282104077e-36	1.4215014282104481e-36
8.639584170620975e-40	8.639584170620728e-40
2.5286874455360856e-38	2.5286874455360496e-38
2.0546405500782094e-34	2.054640550078297e-34
3.9863830359225533e-44	3.9863830359224966e-44
1.5981434045489174e-46	1.5981434045488719e-46
7.066522700501191e-42	7.066522700500588e-42
5.199072571359702e-42	5.1990725713594805e-42
3.394039371099483e-40	3.3940393710995794e-40
2.3614681685546735e-40	2.361468168554707e-40
4.076685628753131e-40	4.076685628753305e-40
8.433411191589496e-43	8.433411191589257e-43
2.10798712865435e-42	2.10798712865435e-42
7.467861897169648e-40	7.46786189717018e-40
2.529311407187092e-44	2.529311407186948e-44
1.223671543435187e-39	1.2236715434352567e-39
